year,date,point,High_cm,Low_cm,Mean.GPS_E.Biomass,Mean.GPS_N.Biomass
2023,2023-04-24,E33.8,7.384615384615385,0.717948717948718,495070.0,4811636.0
2023,2023-04-24,NEX lakecreek-prairiedog,3.85,0.925,489150.0,4798364.0
2023,2023-04-24,NEX lakecreek-fire,4.6923076923076925,0.5128205128205128,489867.0,4795346.0
2023,2023-04-24,L4.8,5.777777777777778,0.8611111111111112,489918.0,4798011.0
2023,2023-04-24,L4.6,5.405405405405405,0.5135135135135135,489532.0,4798316.0
2023,2023-04-24,L4.2,5.8076923076923075,1.1923076923076923,488709.0,4798888.0
2023,2023-04-24,NEX lakecreek-control,11.176470588235293,1.0588235294117647,490814.0,4797265.0
2023,2023-04-24,GMDR B2,6.838709677419355,0.8709677419354839,495477.0,4794360.0
2023,2023-04-24,GMDR B1,10.647058823529411,3.7058823529411766,495267.0,4794394.0
2023,2023-04-24,E60.5,8.314285714285715,1.6,489050.0,4798034.0
2023,2023-04-24,E60.2,6.166666666666667,1.1333333333333333,488297.0,4798039.0
2023,2023-04-24,GMDR B3,8.5,1.1,495719.0,4794211.0
2023,2023-04-25,ROTH101_P,3.175,0.025,498295.0,4806478.0
2023,2023-04-25,ROTH143_P,1.425,0.475,499638.0,4804544.0
2023,2023-04-25,ROTH143_O,4.425,0.3,499131.0,4804834.0
2023,2023-04-25,ROTH143_C,3.717948717948718,0.20512820512820512,501581.0,4805401.0
2023,2023-04-25,ROTH114_P,2.375,0.0,499587.0,4804324.0
2023,2023-04-25,ROTH114_O,10.966666666666667,2.6333333333333333,499882.0,4805725.0
2023,2023-04-25,ROTH114_C,2.1,0.0,498713.0,4804000.0
2023,2023-04-25,ROTH101_O,9.236842105263158,2.0,499548.0,4806889.0
2023,2023-04-25,E51.3,7.45945945945946,1.972972972972973,492011.0,4803899.0
2023,2023-04-25,E51.4,3.4166666666666665,0.2777777777777778,491855.0,4803746.0
2023,2023-04-25,E51.1,5.95,0.325,492399.0,4804230.0
2023,2023-04-25,E49.6,9.675,1.6,490908.0,4805311.0
2023,2023-04-25,E49.3,1.1538461538461537,0.15384615384615385,491640.0,4805486.0
2023,2023-04-25,E49.1,1.975,0.05,492128.0,4805575.0
2023,2023-04-25,A3.1,1.625,0.1,502078.0,4902249.0
2023,2023-04-25,ROTH101_C,5.222222222222222,0.6111111111111112,499996.0,4807397.0
2023,2023-04-26,E33.5,5.868421052631579,0.21052631578947367,495774.0,4811874.0
2023,2023-04-26,E55.5,2.4285714285714284,0.19047619047619047,483568.0,4803791.0
2023,2023-04-26,E39.6,5.0,0.3783783783783784,495522.0,4810359.0
2023,2023-04-26,E39.4,10.972972972972974,2.5675675675675675,495197.0,4810720.0
2023,2023-04-26,E39.1,5.05,0.475,494717.0,4811312.0
2023,2023-04-26,E35.3,2.3157894736842106,0.05263157894736842,494841.0,4812875.0
2023,2023-04-26,E35.1,1.85,0.05,494982.0,4812394.0
2023,2023-04-26,E33.3,6.6923076923076925,0.07692307692307693,496235.0,4812066.0
2023,2023-04-26,C2_P/C2.7,3.85,0.15,490403.0,4812382.0
2023,2023-04-26,C4_O/C4.5,5.717948717948718,0.5897435897435898,494370.0,4811530.0
2023,2023-04-26,C4_C/E36.3,3.21875,0.0625,493762.0,4811828.0
2023,2023-04-26,C4.5/C4_O,4.8,0.14285714285714285,494399.0,4812299.0
2023,2023-04-26,C4.4,3.8378378378378377,0.21621621621621623,494409.0,4811297.0
2023,2023-04-26,C2_O/E37.2,4.2,0.0,489547.0,4813601.0
2023,2023-04-26,C2_C/C2.1,4.65,0.325,488902.0,4812369.0
2023,2023-04-26,A2.1,4.225,0.375,495539.0,4811131.0
2023,2023-04-26,C4_P/C4.8,3.84375,0.34375,494408.0,4812290.0
2023,2023-04-27,L6.6,3.35,0.0,496144.0,4817564.0
2023,2023-04-27,L5.7,3.72972972972973,0.32432432432432434,493813.0,4817160.0
2023,2023-04-27,L5.2,5.128205128205129,0.10256410256410256,494748.0,4816298.0
2023,2023-04-27,E52.4,3.5641025641025643,0.02564102564102564,488404.0,4803163.0
2023,2023-04-27,E52.2,4.2631578947368425,0.5789473684210527,487907.0,4803224.0
2023,2023-04-27,E30_P,2.6,0.1,492699.0,4815867.0
2023,2023-04-27,E30_O/E30.6,6.55,0.25,493405.0,4815863.0
2023,2023-04-27,E30_C,9.2,1.8,492853.0,4815606.0
2023,2023-04-27,A1.1,2.05,0.0,495495.0,4817824.0
2023,2023-04-27,E52.1,4.6923076923076925,0.1794871794871795,487654.0,4803202.0
2023,2023-04-28,E22.2,10.366666666666667,0.8,496842.0,4817917.0
2023,2023-04-28,E26.5,4.410256410256411,0.0,499124.0,4813037.0
2023,2023-04-28,E26.3,4.743589743589744,0.05128205128205128,499414.0,4813473.0
2023,2023-04-28,E26.1,8.947368421052632,1.0263157894736843,499681.0,4813869.0
2023,2023-04-28,E23.8,7.55,1.3,498303.0,4816415.0
2023,2023-04-28,E23.2,5.135135135135135,0.05405405405405406,496629.0,4817056.0
2023,2023-04-28,E22.8,13.85,3.375,498024.0,4817002.0
2023,2023-04-28,E22.6,9.5,0.625,497627.0,4817311.0
2023,2023-04-28,E21.8,5.25,0.875,499103.0,4816271.0
2023,2023-04-28,E23.4,8.225806451612904,1.3870967741935485,497093.0,4816888.0
2023,2023-04-28,E20.7,11.676470588235293,2.7058823529411766,501017.0,4816221.0
2023,2023-04-28,C10.6,5.625,0.425,500733.0,4818319.0
2023,2023-04-28,C7.2,4.894736842105263,0.0,499794.0,4814218.0
2023,2023-04-28,C7.7,5.225,0.125,500638.0,4813317.0
2023,2023-04-28,E21.6,9.868421052631579,1.4473684210526316,499283.0,4816743.0
2023,2023-04-28,C6.7,8.461538461538462,2.282051282051282,501675.0,4812900.0
2023,2023-04-28,C9.6,6.7,1.3,498799.0,4816567.0
2023,2023-04-28,E18.8,8.806451612903226,1.3870967741935485,502198.0,4818402.0
2023,2023-04-28,E20.4,6.342105263157895,1.3421052631578947,500265.0,4816277.0
2023,2023-04-28,C9.1,11.375,1.6,498808.0,4815305.0
2023,2023-04-29,L7.1,14.285714285714286,0.9428571428571428,497618.0,4825440.0
2023,2023-04-29,NEX wildcat-prairiedog,5.475,1.55,517166.0,4836279.0
2023,2023-04-29,NEX wildcat-fire,9.175,2.65,518633.0,4836973.0
2023,2023-04-29,NEX wildcat-control,12.13888888888889,2.138888888888889,517853.0,4835748.0
2023,2023-04-29,L8.8,11.96,1.76,500729.0,4823980.0
2023,2023-04-29,L8.3,6.552631578947368,0.9210526315789473,499883.0,4824902.0
2023,2023-04-29,L7.6,9.617647058823529,0.0,496365.0,4825494.0
2023,2023-04-29,E9.2,5.233333333333333,0.7666666666666667,498721.0,4824548.0
2023,2023-04-29,E8.2,4.416666666666667,0.05555555555555555,498129.0,4825088.0
2023,2023-04-29,E8.6,4.2368421052631575,0.0,497144.0,4825012.0
2023,2023-04-29,E8.1,3.5641025641025643,0.0,498395.0,4825091.0
2023,2023-04-29,E7.5,3.75,0.225,499417.0,4824454.0
2023,2023-04-29,E7.4,4.075,0.1,499319.0,4824697.0
2023,2023-04-29,E7.2,5.2368421052631575,0.2894736842105263,499198.0,4825190.0
2023,2023-04-29,E10.3,4.475,0.425,499598.0,4823338.0
2023,2023-04-29,E9.1,6.8,0.375,498696.0,4824830.0
2023,2023-04-30,NEX steckley-prairiedog,4.0,0.0,476442.0,4809633.0
2023,2023-04-30,PVSage Clayey,4.771428571428571,0.0,478369.0,4811036.0
2023,2023-04-30,NEX westfork-prairiedog,5.925,1.625,487126.0,4822845.0
2023,2023-04-30,NEX westfork-fire,13.68421052631579,2.710526315789474,490232.0,4822726.0
2023,2023-04-30,NEX westfork-control,14.17142857142857,2.5428571428571427,490740.0,4822318.0
2023,2023-04-30,NEX steckley-control,12.303030303030303,1.606060606060606,476408.0,4808619.0
2023,2023-04-30,PVSage Loamy,8.282051282051283,0.9743589743589743,478562.0,4811269.0
2023,2023-04-30,E46.5,9.0,1.9,485166.0,4812459.0
2023,2023-04-30,E46.2,5.7631578947368425,1.0,484500.0,4812815.0
2023,2023-04-30,E18.4,9.307692307692308,2.6923076923076925,501256.0,4818719.0
2023,2023-04-30,E18.2,7.6,1.85,500774.0,4818874.0
2023,2023-04-30,C10.1,6.075,1.425,499878.0,4819265.0
2023,2023-04-30,E46.7,5.125,0.65,485604.0,4812233.0
2023,2023-07-17,L6.6,26.7,3.15,496139.0,4817568.0
2023,2023-07-17,L4.6,22.11111111111111,3.111111111111111,489513.83,4798303.78
2023,2023-07-17,L4.2,25.055555555555557,2.388888888888889,488693.33,4798877.45
2023,2023-07-17,E60.2,20.4375,2.875,488292.49,4798052.09
2023,2023-07-17,A1.1,23.05,3.4,495495.0,4817819.0
2023,2023-07-18,L7.1,49.2,3.066666666666667,497626.0,4825440.0
2023,2023-07-18,L4.8,34.4,6.4,489928.66,4798020.08
2023,2023-07-18,L7.6,25.4,2.6,496377.0,4825468.0
2023,2023-07-18,E9.1,19.65,3.85,498693.0,4824796.0
2023,2023-07-18,E8.6,29.941176470588236,6.705882352941177,497154.0,4824992.0
2023,2023-07-18,E8.2,37.2,8.733333333333333,498147.0,4825090.0
2023,2023-07-18,E9.2,20.8125,3.4375,498719.0,4824544.0
2023,2023-07-18,E60.5,24.166666666666668,4.222222222222222,489048.31,4798037.01
2023,2023-07-18,E52.4,31.866666666666667,7.333333333333333,488389.52,4803159.33
2023,2023-07-18,E52.2,33.15,10.6,487897.8,4803216.32
2023,2023-07-18,E52.1,21.65,2.85,487645.06,4803243.54
2023,2023-07-18,E51.4,24.42105263157895,5.2105263157894735,491848.23,4803758.46
2023,2023-07-18,E10.3,12.45,2.15,499594.0,4823331.0
2023,2023-07-18,E8.1,9.3,2.0,498397.0,4825125.0
2023,2023-07-19,ROTH143_P,13.6,2.25,499624.92,4804572.27
2023,2023-07-19,ROTH143_O,15.4,2.85,499136.03,4804821.94
2023,2023-07-19,ROTH114_P,21.3,5.35,499584.69,4804314.13
2023,2023-07-19,ROTH114_O,46.85,10.2,499848.9,4805724.26
2023,2023-07-19,ROTH101_P,16.95,5.35,498246.37,4806479.29
2023,2023-07-19,ROTH101_C,32.2,14.9,499991.45,4807392.04
2023,2023-07-19,L8.8,17.6875,2.0,500723.0,4823986.0
2023,2023-07-19,E7.5,17.4,2.6,499432.0,4824477.0
2023,2023-07-19,E7.4,20.11111111111111,3.111111111111111,499327.0,4824707.0
2023,2023-07-19,E7.2,41.0,7.785714285714286,499226.0,4825198.0
2023,2023-07-19,E18.4,28.736842105263158,5.315789473684211,501238.0,4818717.0
2023,2023-07-19,C10.6,24.5,3.85,500731.0,4818330.0
2023,2023-07-19,C10.1,21.263157894736842,3.4210526315789473,499866.0,4819232.0
2023,2023-07-19,L8.3,22.0,2.3125,499868.0,4824897.0
2023,2023-07-20,E49.1,17.3,2.85,492127.95,4805588.53
2023,2023-07-20,ROTH114_C,15.1,4.7,498712.1,4803991.65
2023,2023-07-20,E51.3,34.529411764705884,11.823529411764707,492021.06,4803904.62
2023,2023-07-20,E51.1,38.35,8.2,492403.93,4804230.19
2023,2023-07-20,E22.6,46.45,6.05,497633.0,4817318.0
2023,2023-07-20,E18.2,28.1,6.5,500763.0,4818875.0
2023,2023-07-20,E20.4,52.35294117647059,5.176470588235294,500266.0,4816273.0
2023,2023-07-20,E18.8,32.6,5.1,502187.0,4818400.0
2023,2023-07-20,E20.7,39.785714285714285,4.785714285714286,501016.0,4816243.0
2023,2023-07-20,A3.1,15.15,4.45,502075.47,4802250.14
2023,2023-07-24,E39.6,36.8421052631579,9.157894736842104,495525.24,4810356.8
2023,2023-07-24,E35.3,33.53333333333333,11.466666666666667,494809.85,4812862.61
2023,2023-07-24,E35.1,19.15,6.4,494983.61,4812393.91
2023,2023-07-24,E39.4,49.55,16.2,495185.95,4810731.48
2023,2023-07-24,E33.5,46.111111111111114,3.6666666666666665,495781.69,4811880.13
2023,2023-07-24,E33.3,22.444444444444443,1.6111111111111112,496238.29,4812084.85
2023,2023-07-24,A2.1,14.85,6.35,495535.5,4811122.22
2023,2023-07-24,E33.8,17.0,3.8333333333333335,495083.8,4811602.68
2023,2023-07-26,C2_O/E37.2,15.0,2.45,489526.09,4813611.51
2023,2023-07-26,C2_P/C2.7,20.4,6.1,490408.37,4812385.16
2023,2023-07-26,C4.4,19.35,3.35,494396.71,4811285.87
2023,2023-07-26,C4_C/E36.3,23.944444444444443,8.833333333333334,493760.81,4811828.03
2023,2023-07-26,C4_O/C4.5,38.78947368421053,11.894736842105264,494369.99,4811539.46
2023,2023-07-26,C4_P/C4.8,28.63157894736842,10.31578947368421,484393.38,4812265.21
2023,2023-07-26,E39.1,32.833333333333336,10.61111111111111,494726.31,4811317.67
2023,2023-07-27,E46.5,23.6,4.65,485172.27,4812466.48
2023,2023-07-27,E46.7,25.842105263157894,5.315789473684211,485613.77,4812225.93
2023,2023-07-27,E46.2,21.0,4.7894736842105265,484502.71,4812819.72
2023,2023-07-27,C2_C/C2.1,14.1,4.45,488907.05,4812381.56
2023,2023-07-27,E30_O/E30.6,29.894736842105264,3.1052631578947367,493406.2,4815853.74
2023,2023-07-27,E30_C,30.45,10.1,492849.64,4815598.56
2023,2023-07-27,E30_P,11.9,2.65,492695.41,4815866.0
2023,2023-07-31,L5.2,33.21052631578947,6.052631578947368,494752.05,4816287.63
2023,2023-07-31,E23.4,43.6,9.55,497356.01,4816756.99
2023,2023-07-31,L5.7,21.31578947368421,3.1052631578947367,493836.16,4817148.09
2023,2023-07-31,E22.8,38.25,16.2,498012.79,4816996.61
2023,2023-07-31,E22.2,22.11111111111111,3.888888888888889,496854.83,4817946.97
2023,2023-07-31,E23.2,31.8,7.7,496877.5,4816923.64
2023,2023-08-01,E26.3,17.36842105263158,1.631578947368421,499413.98,4813458.71
2023,2023-08-01,ROTH101_O,31.94736842105263,9.68421052631579,499567.7,4806948.9
2023,2023-08-01,E55.5,32.5,5.125,483571.25,4803789.91
2023,2023-08-01,ROTH143_C,13.882352941176471,3.3529411764705883,501592.7,4805417.73
2023,2023-08-01,E49.6,27.0,2.2,490900.52,4805335.35
2023,2023-08-01,E49.3,20.894736842105264,4.157894736842105,491637.5,4805486.1
2023,2023-08-01,E26.5,16.944444444444443,1.8888888888888888,499121.07,4813051.21
2023,2023-08-01,E26.1,45.705882352941174,6.9411764705882355,499695.37,4813871.18
2023,2023-08-01,C7.7,32.3,10.2,500652.91,4813322.51
2023,2023-08-01,E21.8,33.15,18.4,499125.28,4816269.82
2023,2023-08-01,E21.6,52.78947368421053,10.736842105263158,499298.05,4816738.36
2023,2023-08-01,C9.6,35.8,13.5,498790.43,4816564.43
2023,2023-08-01,C9.1,25.7,10.45,498822.52,4815308.36
2023,2023-08-01,C7.2,25.05,4.7,499811.86,4814224.96
2023,2023-08-01,C6.7,31.6,10.55,501691.62,4812899.24
2023,2023-08-01,E23.8,38.05,17.15,498294.45,4816415.84
2024,2024-07-11,E60.2,17.875,2.25,488281.37,4798059.63
2024,2024-07-11,E60.5,16.05,1.95,489041.1,4798034.91
2024,2024-07-11,L4.2,26.666666666666668,2.933333333333333,488696.01,4798882.48
2024,2024-07-11,L4.6,14.882352941176471,2.6470588235294117,489522.25,4798320.2
2024,2024-07-15,L6.6,20.789473684210527,3.263157894736842,496155.0,4817563.0
2024,2024-07-15,L4.8,35.9375,3.8125,510077.74,4798023.91
2024,2024-07-15,E52.4,25.5,5.777777777777778,488385.26,4803157.39
2024,2024-07-15,E52.2,14.05,4.1,487893.2,4803222.36
2024,2024-07-15,E51.3,22.529411764705884,3.235294117647059,492012.74,4803904.96
2024,2024-07-15,E51.4,17.235294117647058,1.5294117647058822,491839.81,4803766.52
2024,2024-07-15,E51.1,20.45,5.5,492397.01,4804230.42
2024,2024-07-15,A1.1,17.9,5.85,495494.0,4817832.0
2024,2024-07-15,E52.1,22.0,3.473684210526316,487637.21,4803213.31
2024,2024-07-16,ROTH143_P,8.5,1.2,499623.59,4804579.25
2024,2024-07-16,L8.3,20.785714285714285,3.0714285714285716,499873.0,4824900.0
2024,2024-07-16,L7.6,24.210526315789473,2.0526315789473686,496442.0,4825614.0
2024,2024-07-16,L7.1,33.75,5.375,497626.0,4825447.0
2024,2024-07-16,E9.2,16.705882352941178,1.6470588235294117,498701.0,4824545.0
2024,2024-07-16,E9.1,17.15,2.3,498686.0,4824794.0
2024,2024-07-16,E8.6,25.5,5.3125,497161.0,4825010.0
2024,2024-07-16,E8.1,15.3,1.55,498400.0,4825084.0
2024,2024-07-16,E7.4,20.72222222222222,2.3333333333333335,499316.0,4824712.0
2024,2024-07-16,E7.2,23.1875,4.0625,499218.0,4825190.0
2024,2024-07-16,E49.6,28.944444444444443,6.055555555555555,490905.17,4805329.21
2024,2024-07-16,E49.3,14.555555555555555,2.4444444444444446,491636.85,4805498.12
2024,2024-07-16,E49.1,16.15,2.0,492124.96,4805592.0
2024,2024-07-16,A3.1,12.35,3.0,502075.45,4802244.13
2024,2024-07-17,ROTH143_O,20.9,2.8,499129.52,4804838.76
2024,2024-07-17,ROTH114_P,13.2,2.85,499582.34,4804322.66
2024,2024-07-17,ROTH114_O,29.157894736842106,7.578947368421052,499845.5,4805744.47
2024,2024-07-17,ROTH114_C,9.2,1.5,498710.17,4803998.53
2024,2024-07-17,ROTH101_O,26.705882352941178,6.470588235294118,499565.3,4806954.61
2024,2024-07-17,ROTH101_C,23.375,6.3125,499980.1,4807402.47
2024,2024-07-17,E7.5,11.9,2.2,499224.0,4824478.0
2024,2024-07-17,E21.8,31.35,10.25,499118.0,4816273.0
2024,2024-07-17,L8.8,16.733333333333334,2.0,500725.0,4823993.0
2024,2024-07-17,E20.4,33.44444444444444,3.1666666666666665,500268.0,4816287.0
2024,2024-07-17,E18.8,23.666666666666668,4.0,502185.0,4818393.0
2024,2024-07-17,E18.4,16.75,2.25,501243.0,4818717.0
2024,2024-07-17,E18.2,16.705882352941178,3.9411764705882355,500764.0,4818877.0
2024,2024-07-17,E10.3,8.85,1.65,499604.0,4823338.0
2024,2024-07-17,C10.6,12.75,2.6,500730.0,4818353.0
2024,2024-07-17,C10.1,10.210526315789474,1.7894736842105263,499875.0,4819245.0
2024,2024-07-17,A2.1,22.55,5.45,495536.92,4811124.24
2024,2024-07-17,E20.7,23.857142857142858,4.142857142857143,501011.0,4816236.0
2024,2024-07-18,ROTH101_P,11.65,2.1,498243.27,4806483.87
2024,2024-07-18,E39.6,38.85,3.75,495520.95,4810353.48
2024,2024-07-18,E39.4,52.0,11.7,495185.1,4810725.95
2024,2024-07-18,E21.6,40.94736842105263,8.421052631578947,499297.0,4816736.0
2024,2024-07-18,E23.4,22.526315789473685,6.578947368421052,497356.0,4816762.0
2024,2024-07-18,C9.6,25.35,7.0,498789.0,4816560.0
2024,2024-07-18,E23.8,28.3,9.55,498291.0,4816422.0
2024,2024-07-22,E33.8,21.35,4.5,495100.74,4811659.28
2024,2024-07-22,E39.1,23.05263157894737,3.526315789473684,494726.13,4811311.55
2024,2024-07-22,E35.3,22.05263157894737,2.8421052631578947,494808.6,4812885.2
2024,2024-07-22,E35.1,20.0625,2.625,494986.74,4812397.87
2024,2024-07-22,E33.5,19.235294117647058,1.4705882352941178,495780.78,4811878.87
2024,2024-07-22,C4.4,15.95,2.4,494514.0,4811371.0
2024,2024-07-22,C4_P/C4.8,28.076923076923077,4.076923076923077,494403.97,4812287.98
2024,2024-07-22,C4_O/C4.5,14.1,2.0,494369.13,4811610.27
2024,2024-07-22,C4_C/E36.3,23.263157894736842,5.526315789473684,493763.83,4811891.21
2024,2024-07-22,E33.3,32.68421052631579,3.1052631578947367,496236.12,4812058.87
2024,2024-07-23,C6.7,29.35,7.2,501688.05,4812905.48
2024,2024-07-23,C7.2,25.77777777777778,4.888888888888889,499803.11,4814229.2
2024,2024-07-23,C7.7,31.166666666666668,4.944444444444445,500667.64,4813327.37
2024,2024-07-23,C9.1,22.9,7.7,498816.0,4815308.0
2024,2024-07-23,E22.6,33.1,7.4,497627.0,4817318.0
2024,2024-07-23,E26.1,36.705882352941174,7.117647058823529,499697.52,4813867.03
2024,2024-07-23,E26.3,19.1,1.8,499411.67,4813459.19
2024,2024-07-23,E26.5,17.944444444444443,2.1666666666666665,499122.28,4813050.41
2024,2024-07-24,L5.2,28.68421052631579,3.3684210526315788,494755.0,4816290.0
2024,2024-07-24,E30_P/E30.3,14.526315789473685,1.9473684210526316,492697.0,4815860.0
2024,2024-07-24,E30_O/E30.6,41.333333333333336,2.8333333333333335,493404.0,4815850.0
2024,2024-07-24,E22.8,30.68421052631579,10.210526315789474,498019.88,4817003.15
2024,2024-07-24,E23.2,15.277777777777779,1.6666666666666667,496882.42,4816923.8
2024,2024-07-24,E22.2,36.916666666666664,7.833333333333333,496851.46,4817942.14
2024,2024-07-24,E30_C,30.75,5.65,492851.0,4815618.0
2024,2024-07-29,E55.5,24.083333333333332,2.6666666666666665,483581.69,4803804.65
2024,2024-07-29,C2_C/C2.1,15.3,1.8,488908.0,4812386.0
2024,2024-07-29,C2_O/E37.2,15.45,1.0,489552.25,4813605.64
2024,2024-07-29,C2_P/C2.7,15.3,2.25,490407.91,4812396.43
2024,2024-07-29,E46.2,21.058823529411764,2.235294117647059,484497.0,4812817.0
2024,2024-07-29,E46.5,13.95,1.4,485177.0,4812470.0
2024,2024-07-29,E46.7,19.72222222222222,2.5,485608.0,4812223.0
2024,2024-07-29,L5.7,22.88888888888889,2.888888888888889,493844.29,4817150.1
